beta11,beta12,beta21,beta22,alpha1,alpha2
0.0007911904655141603,0.07916741415088624,0.04486360196810413,0.00034225357671900116,1.4002711812125013,0.6539572821408423
0.003865623165752916,0.07737027850922117,0.04526916095376919,7.149112068096866e-05,1.400170122825816,0.6538033345483873
0.03410966228781014,0.07101643242729008,0.04548382174736387,6.164974019634117e-07,1.409597775111201,0.6546252132449037
0.010589685938207857,0.07524465734465614,0.0453854399460721,2.0560996486651837e-05,1.400554604570954,0.6543037228037777
0.002437207567729047,0.07802120584760903,0.045160560026313565,0.00010340831125529989,1.4015153999574232,0.6546762050890128
0.000739333118647225,0.07920705950006071,0.04483309736046211,0.0003572438078682894,1.4006284390219101,0.6544559926154142
0.09146969266888455,0.06544370514029067,0.04552537560411943,3.9939529155921524e-07,1.4006589007842474,0.6542076567328984
0.0005545776021544792,0.07940438809708374,0.044726375698317195,0.0004763193982909694,1.4004839958601545,0.654237631644959
1.923740879044265e-05,0.08043291308556258,0.04165945174243137,0.010888498363337076,1.4004470133315168,0.654272932108958
0.012463049962616648,0.07479746309797357,0.045402185492994226,1.7917859490667522e-05,1.4004722802457155,0.654214304329484
5.081304611118222e-06,0.0806021551407178,0.037246662162325216,0.05327357114555542,1.4002093480525413,0.6541272153659331
0.043380379662521125,0.06994712712815564,0.04549438761124988,3.685388410389416e-06,1.4009270524234299,0.6541575269692707
7.650300600783222e-05,0.08018958684551494,0.04339160624007907,0.003268465567309944,1.400684470865225,0.654460762564127
0.0017081570102651972,0.07847232596410864,0.045092512496542156,0.00017454891923118768,1.4001693230661751,0.6537126007816758
0.0014936073157340284,0.07859829284801478,0.045050002938640005,0.00017348553460354733,1.4006607307294292,0.6545389352479438
0.00019202863703898738,0.07991940003949058,0.0441655337365406,0.001335078862005354,1.4005899648940998,0.6543996127155198
6.964074245860147e-05,0.08023325669254917,0.04325839998760052,0.0037152365699026483,1.4003000393436476,0.6540055450244564
0.0009781179299904973,0.078991521213689,0.04493184910538874,0.0002684824546753972,1.4005330642351672,0.654332756686545
3.183723356442377e-05,0.08040778363286556,0.042172574125899205,0.008221829357779376,1.4001636661723422,0.6537577794685794
2.0609816296880076e-06,0.08064100997945424,0.033833864194139814,0.11257185184116636,1.4002480229584902,0.6542720395213275
2.9093264318022474e-05,0.08037559385862014,0.042300119142534405,0.007529354355277794,1.4005073369142957,0.654294195264244
0.0018791629098181813,0.07831026887246965,0.04510517475229709,0.00012891643102719126,1.4046468546017565,0.6553439030092506
0.00011008951201068543,0.0800962796969301,0.04376357788380573,0.0022232475140091684,1.400683722960506,0.6546242636646487
3.178131044518039e-05,0.08041821825714071,0.04201035960033742,0.00922365828474031,1.400121400195448,0.6530722247310625
0.0003139973553276216,0.07972998667104317,0.044455284052650014,0.0008561869292994248,1.4002037591569305,0.6538623574252108
4.542745874807698e-05,0.08005155400299466,0.04317546567011782,0.0020823627642013506,1.4109329147515408,0.7352505759068209
4.694312189594364e-06,0.08131719328027624,0.02649161171352936,0.38665041833099023,1.399881952637424,0.6105633681750064
2.4570048461276608e-05,0.08040727434399232,0.041906079256074945,0.009528606886410357,1.400406905711882,0.6541441783963544
0.003998805269019297,0.07730686177223883,0.045258454617754386,6.424154961345824e-05,1.4004032359989174,0.6541841374813379
0.0011562494532021167,0.07885386767374686,0.04498087188620943,0.00023777713393086168,1.4002808085284673,0.6539951167723755
0.0005898747618611538,0.0793664953031527,0.04475086663140373,0.00044983347907006293,1.400427083711859,0.6541990416550545
0.016995866514657433,0.07383920047823742,0.04543525326400974,1.436796360056417e-05,1.4005822100557903,0.6540415732525899
0.06314047453447129,0.06787489568621748,0.045548793153887324,3.5120740818351784e-06,1.4002486215873116,0.6538795310408303
0.0008372051623474271,0.07911752444425232,0.04488348404113733,0.00031438095248859766,1.4004662841883746,0.6542137406098286
0.016013484661999727,0.07404271573824044,0.04544825587465035,2.1703531439289997e-05,1.4002340171965622,0.6537730117339525
0.4538772530582032,0.049692325026006276,0.04559382665693194,3.745081594943293e-08,1.3895746022309208,0.6539390852545239
6.924354712190685e-07,0.08083135897789169,0.014404846086739047,1.3412300197235072,1.4001959066026468,0.6328984830371146
0.00014865081400391604,0.08000407124599199,0.04398359770554579,0.0017034970552505916,1.4007456319951619,0.6546759799316799
0.0017264458606664826,0.07844418448598546,0.04508969093141977,0.00014750076114780115,1.4006759940956979,0.6545015658629324
4.4866696947687733e-05,0.08030086651223146,0.0428338802305989,0.0052175037708976505,1.4006224239063536,0.654393117841114
0.00019097472894712784,0.07994652427071512,0.04409648085273065,0.0015030664571412799,1.4001730795454215,0.6538406301204268
0.0012807064503590885,0.07870787471561637,0.04500904412051523,0.00019160504806394404,1.4044966573563515,0.6555181705593891
0.0004974001956034981,0.07946601705414973,0.044683811548156586,0.0005198852108769048,1.4007008006485624,0.6545095452410115
9.01220498267431e-06,0.08055068429618639,0.03932086812872416,0.02904674902158308,1.4002220696932457,0.6537911799018464
9.796531225183738e-06,0.08038434496729366,0.0404364249214103,0.010372289410618513,1.4027863685767343,0.8253501634937104
7.272971236956228e-05,0.08019167852651975,0.04333954679797778,0.003348657540889256,1.4010180145003732,0.6573562098761014
0.001244285428330891,0.0787816797666913,0.04500623168165097,0.00021180258701343702,1.400419228745196,0.6541888971086204
0.00015584114011442287,0.08000078309990052,0.044012585737330474,0.0016594949160309833,1.4003964257709687,0.6541028748307898
0.0016393935909499821,0.07850297192886126,0.04507865893384306,0.00015722112904201766,1.400513436586966,0.6543396368743019
0.0044520620634789345,0.07712826663010897,0.04528274727031073,6.221302314580348e-05,1.4002375215768508,0.6538945017376364
0.004490935525488152,0.07710854350131534,0.04527735087017357,5.598030251603472e-05,1.4004129575246778,0.6542172899274119
0.1883636406421081,0.05948088248006656,0.045578043324171584,6.865049653794713e-07,1.4004981472864804,0.653928205270591
0.0006472075823209869,0.07930124220854345,0.044788400751856285,0.00040485650494303,1.4005747038766783,0.6543703660830605
3.26649759584588e-05,0.08036724528623519,0.04234122673211185,0.0073476609230648336,1.400402259426415,0.6541521236933017
5.469505181005006e-05,0.08008505422896946,0.04315934477988574,0.0020920435779102327,1.408158576634667,0.7368816267462204
0.00034691053479217823,0.07967125008349907,0.044501633188273916,0.0007734243793600961,1.4003793378363374,0.6541184875613764
5.3237448655003765e-05,0.08029407218047142,0.04292861591699699,0.004879236326484114,1.4002662736829818,0.653985815846838
0.0021843372221291247,0.0782383534478093,0.04515701730035895,0.0001601535139228722,1.3997858677622412,0.6535605610434263
1.6508647101195028e-05,0.08042215777641426,0.04105175176737923,0.012048380397879902,1.4008551161004072,0.6955877910756583
0.0017993309713673934,0.07841132336889103,0.045102483938101526,0.0001610485004890961,1.4001975164135643,0.653799152059568
0.0009688850975120453,0.07900439539912422,0.04493004365776292,0.0002763969253049888,1.4003475874437663,0.6540950624571755
0.0009799551794365071,0.07899501796229864,0.04493622736545854,0.0002715922885201739,1.4003442094076342,0.6540793381366007
1.3252597607766488e-05,0.08047303487201403,0.04072172673398225,0.016934944759268555,1.400442101213914,0.6549769404361668
0.003322393103810084,0.07760302338491697,0.045230862756436334,8.057131603567854e-05,1.4003075524243707,0.6540118740903408
0.008775835949173758,0.07572072311107211,0.045363005301118774,2.686387585018854e-05,1.4005305815788316,0.6542728975977526
0.0011628354090644116,0.0788439935698798,0.04498455965198182,0.000228737074944022,1.400421762335977,0.6541782012786483
0.0002601701690918053,0.07979049372764253,0.04435537283386934,0.0009832751595314471,1.4009445718635074,0.6548653194846623
0.0012717680015873968,0.07875945459028084,0.04501121352673224,0.00020562940784737697,1.4004853336228709,0.6542890498646567
0.005910927931452548,0.07658195995191512,0.04530538302227412,4.0362761735930474e-05,1.4014645637777403,0.6546307760129628
0.0002589010992995536,0.07979402531180425,0.044351759170502644,0.000992149919372547,1.4008743860436856,0.6547240330281151
6.475011726635851e-06,0.08052571602001635,0.03922012691752076,0.02961214144934165,1.4005128529605577,0.657537058873075
6.54315136204849e-08,0.0807568747377475,0.017583940713656175,0.8685055682562746,1.4002755977603043,0.6773644508969935
0.0032989514274180862,0.07760099476969175,0.045232220806504415,6.564358788352881e-05,1.4013390160781576,0.6549933014327378
0.0009614667997222348,0.07900275191125432,0.04492155597070094,0.0002726566540599512,1.400713098398066,0.6546097589190025
3.975442994192388e-05,0.08031779537791667,0.04259063178489651,0.0061260753904391905,1.4007130652738926,0.6565868901641484
0.007492092258959105,0.07609039942080942,0.045344746887228386,3.2549689645396186e-05,1.4004619026419876,0.6542404347407351
0.0011670917826131833,0.07883112443415119,0.04499097577679488,0.00021324063580744127,1.4010360295970878,0.6547986997099629
0.00018226802707165993,0.07993815648635365,0.04412565123237989,0.0014142432973347492,1.4006008552212712,0.6543793160274084
0.00033966006057374923,0.07967977562412681,0.04449115324792002,0.0007864290489464072,1.4004323943107952,0.6541776830181605
0.00024481133675318344,0.07982305099486131,0.0443146013867824,0.0010622131274116678,1.4006262033469534,0.6544038538933574
2.3023656991165843e-05,0.08047110662590101,0.041217783396063794,0.013689253269697851,1.4001181023755411,0.6537624709420266
0.05699666457829534,0.06827711939679874,0.045506561072060206,1.937278411822919e-06,1.4172404652338124,0.6542023738428967
0.00029420326801247375,0.07974490498519286,0.04442423359830872,0.0008855571840746265,1.4005288315003441,0.6542556122180515
0.005724102034810513,0.07665384147459726,0.04530090060039398,4.3776134259452916e-05,1.400638097096742,0.6544570259500364
0.0017553683254909614,0.07842076905992659,0.04509115690600923,0.0001434738032536236,1.4010855487394094,0.6547395213734686
0.00036209586193359453,0.07963833311137539,0.044536069229570846,0.0007079200004230726,1.400841968423635,0.6548004983892725
0.00017904529166311504,0.07994473838132535,0.04411531874599669,0.0014354721880960653,1.400596371222628,0.6543619841949572
0.05563325838119256,0.06861863515595441,0.04556065160247485,8.692182795787576e-06,1.4002480414886644,0.6537077944101725
0.00018039967581170863,0.07994532323509695,0.04411457178096918,0.0014421893030844915,1.4005020904917649,0.6542131773194956
0.00045620981504109376,0.07952280466481301,0.044641198806175834,0.0005816699948722201,1.4004370734717926,0.654150197413532
0.0003900450297430188,0.07959732505756538,0.044572408627218965,0.0006547075256835872,1.4010292067308572,0.6550237038422729
7.651814478753717e-06,0.08054426039715651,0.039201284134267586,0.030111090251660838,1.400304261333596,0.6542874542877191
6.371440911863163e-07,0.08063356324178524,0.0312564844442554,0.14409569040343723,1.4003611989282778,0.7415815542476473
0.04774077981554052,0.06945441147666333,0.04549892524224032,3.7292535450685753e-06,1.4005958343670726,0.6541166516525692
0.0033914193025123838,0.07756745360999279,0.04523006819631106,7.400357869820161e-05,1.4005018609282665,0.654324264317614
1.5998902230846005e-05,0.08045837134747216,0.041140093598679546,0.01409523779758907,1.4004051510997664,0.6542816205349284
3.1364268694742334e-08,0.08058670421127308,0.03678753071649322,0.050412884326805046,1.4006791377384415,0.7381084126242116
9.653219947703903e-05,0.08013008905219986,0.04361434131953768,0.0026094499811535415,1.4007531414073044,0.6548581305019835
0.0004794350113249305,0.07953658068548543,0.04465053486001207,0.0006113882877195265,1.3999786851825111,0.6536496153011789
0.0001189926333652697,0.08009827688290362,0.04375095246785685,0.002291257415216001,1.4002361525898,0.6538980579265896
0.062178560162438994,0.06796205042553047,0.04551851288443905,2.245187875273802e-06,1.4005398888272191,0.6540882404607954
3.808710113642524e-05,0.08033653053018551,0.04256221313715484,0.006346096394653797,1.4004763393737676,0.6542161927701363
7.662360943114903e-05,0.09833066021942376,0.02618386638900706,0.7289096058840848,1.393898940764739,0.502185628088333
0.0014446368692497028,0.07862143495696815,0.04502506700328025,0.00018252625437067802,1.4016650142930733,0.6552871654950869
0.003206881640119085,0.07764676453035108,0.045215056030311625,7.573361418567397e-05,1.4009131791615614,0.6547474485938085
0.0005770032157405049,0.079373856887111,0.04474364475701843,0.0004485409509747152,1.400727593295815,0.6546189473018273
0.00048461306353233294,0.07953137494498942,0.044678315990472846,0.0005852992089319545,1.3999703594014583,0.653594793483038
0.06120065447174751,0.06766428364350881,0.045509241899206354,1.8392740963147883e-06,1.4353450129128003,0.6541881985462674
0.0002509410730086289,0.07982302459418207,0.04431675960330963,0.0010712371008150653,1.4003405091884409,0.6540469659412201
0.0015832251354816617,0.07853669546516588,0.04506554592535299,0.00016092824692593184,1.4007482892639824,0.6546917211525286
0.010917542752037436,0.07516799843630675,0.045393663134120646,2.562910161245825e-05,1.400297328286419,0.6539509352466535
0.0001339721115682113,0.08004306936993517,0.043899522008779245,0.0019056968041302315,1.4005493333034351,0.6542713778507628
0.06983179025861057,0.06724547975325249,0.04554902297771825,2.498125519382506e-06,1.4006401312685406,0.653922681855181
0.00043927109282034,0.07954116258056622,0.04462838984310033,0.0005930810088762057,1.4005377747251426,0.6543069190209467
1.9503279244503286e-05,0.08042600447484557,0.04162358284701378,0.0110789360856588,1.40050686849198,0.6544707244028298
0.00048484885276996203,0.07948561026133795,0.04466922136629173,0.0005429648724600899,1.4005022210981393,0.654271687680364
0.005598517458201875,0.07670347793088271,0.04530810417107942,5.028966583063027e-05,1.4003042659614529,0.6539746468089167
0.0012602710729176366,0.07877046629148758,0.045010171359047266,0.00021004507480348075,1.4003895789439753,0.6541443726811279
0.01257187709547711,0.07478294178033147,0.04541142522779071,2.8550810248523453e-05,1.4001396871606133,0.6537855453695116
0.0029023831228759418,0.0777981178996489,0.04520024778187487,8.966967074264931e-05,1.4004119739981886,0.654228191897303
0.001227059005599446,0.07880402586843266,0.04499681722717099,0.00023460719137465436,1.4001859457666432,0.6538020160750122
0.00012572162477556085,0.08006332238628651,0.043845485505216025,0.0020346888613520854,1.400525237616403,0.6542421262981554
5.359059507596822e-05,0.08026737319456027,0.04301607186140573,0.0045275114120284345,1.4006393748970336,0.6544648277669733
2.0814230286979472e-05,0.08089405671744627,0.04087825933189774,0.034455332867718284,1.3998709187081508,0.6363698467134531
0.00026465677262284086,0.07978344937002267,0.04436063538453364,0.0009744416600738675,1.4009298949116928,0.6548759907507065
6.109097702222963e-06,0.08054144399236457,0.038972058643453655,0.03246608632566565,1.4004025343073303,0.6541139726269345
5.40311899628525e-06,0.08074323378246288,0.03379510587241441,0.1138327493500217,1.4000616326771893,0.6535940630844758
2.8228266905495577e-05,0.08037355171787477,0.04236514641732853,0.007208363006896907,1.4006131660157646,0.6546228027773613
0.0020175711790465585,0.07827337316101339,0.04512480563797515,0.0001368917811105966,1.4003248884083912,0.6540059178802352
0.009149731417348839,0.07561868055049875,0.045366340742586775,2.452134113146448e-05,1.4005463907717746,0.654381241729758
0.0009334382982047848,0.07903299159339057,0.0449155193318868,0.00028743589471373285,1.400412581199331,0.654147103773183
1.721047319724245e-08,0.08117293258901334,0.009455435120955072,2.1551960308888773,1.4001460143609898,0.6529391170488165
0.0026741172681259313,0.07791554925190805,0.04518866629221682,0.0001016247254492201,1.4002787908664716,0.6539886811834036
0.031249608140385153,0.07152012383691114,0.04549122205565123,1.110093299505153e-05,1.4000981786385756,0.6538394951640607
0.0012956247155941458,0.07875153753092597,0.04500636837771831,0.0002260364651240561,1.4002058453941844,0.6538257891972986
0.0012284632788674957,0.07879266458602391,0.045000176745016794,0.00021512477228666495,1.400458204528359,0.654238306556226
0.001068545030544835,0.07891562779221468,0.04496252817306133,0.00024140076178638084,1.4005661145976533,0.654402286143783
0.006069103415618881,0.07626198221888146,0.045304505993296995,3.35778036391704e-05,1.4343798872170173,0.6554873450157074
7.136131587272335e-05,0.08021140656189944,0.04332003603211724,0.003501477341210128,1.400528646622384,0.6542121192930034
8.21812132497432e-06,0.08055044620772034,0.03921482680796015,0.030070419041625274,1.4002542575818733,0.6538787248074455
0.04041485328795902,0.07032764929568058,0.04553499431717826,8.185950360534992e-06,1.3996995876463452,0.653779820848934
0.0015316574255275633,0.07857752636118975,0.045062564272531,0.00017213559028798068,1.4003788908232808,0.654147315019087
0.0002506950583887084,0.07977740358266039,0.04433339884753166,0.0009498942394782511,1.4027961780734846,0.6593532256929172
0.0017256765298503274,0.07844031957443941,0.045088492231157504,0.0001447115591162738,1.4010187200411925,0.654778350861669
9.883562455894761e-05,0.08013760382949804,0.04361511678551461,0.002633010007531366,1.400403154856859,0.654122543408248
0.00019141046126674465,0.07993990276802726,0.04414231276003965,0.0014059377370657018,1.4002262268135728,0.653890595779582
0.10542617676606873,0.06440568414143295,0.0455446789299105,1.0276360295215932e-06,1.4005569121243548,0.6540275003796973
0.0005978387790764009,0.0793536709395551,0.04475716762244202,0.0004374356901422485,1.400593612403263,0.6544175971708427
0.00961131537656773,0.07549328069850798,0.04537164105131476,2.4237508494631078e-05,1.4006548046211114,0.654292902747737
0.007946471402802304,0.07595810055829429,0.0453549848738324,3.2396325436298826e-05,1.4003536799328287,0.6540902145764845
0.0004932893555534127,0.07946809621796648,0.04468306811180333,0.0005173723092216364,1.4008660262480124,0.6547046776824155
0.079889566732118,0.06637165282144591,0.04553450758615076,1.4383778229691508e-06,1.4006818062908721,0.6540495952714461
0.0038117681494727407,0.07738385847140535,0.04524679488814551,6.706835712989085e-05,1.4004845936178352,0.6542976164426388
0.0010281821851551192,0.0789475263144203,0.04494447042787999,0.00025395397108407954,1.4006530356908282,0.6545508077810874
0.00028813695737580296,0.07974930501490315,0.04441654511029975,0.0008908592407137016,1.4007376171203219,0.6545304778302565
0.0016434908249671378,0.0784970386846596,0.04508004780069672,0.00015188866231062521,1.4007332657376679,0.6546407267062583
0.015429185812576903,0.07415067282045876,0.045419923803191715,1.291861773507778e-05,1.4007925246382065,0.6543068258667414
4.755912050773924e-05,0.08034647294944627,0.04272863010115332,0.0057067294258639,1.4001310254211368,0.6538022296827123
0.00011629739697399155,0.08008868372547036,0.04377613829982038,0.002207769115529091,1.4004694172246421,0.654176363814848
0.005597225626032217,0.07670038567710233,0.045303912855616274,4.499991822326077e-05,1.4004730035695852,0.6542868398782783
0.004234100337260514,0.07720762785143198,0.04526574327264547,5.666595073674625e-05,1.4006124468254588,0.6544803451899592
8.419229418706262e-06,0.08061350825359195,0.039147081087221626,0.032346022525354526,1.400120984229968,0.650394231629714
0.00479917856289494,0.07698796652087304,0.045283305707014,4.9956063354434885e-05,1.4005763577503691,0.6544655009353644
0.0017023296120629475,0.07846676267888542,0.04509099040600751,0.00015762543289068036,1.40032905906621,0.6540090772292335
0.00018166429673548994,0.0799371033723265,0.04413685980737524,0.0013876729995390682,1.4006798726414798,0.6545311651157741
0.0005257095522013465,0.07944017755369263,0.04469928492460107,0.0005112986793794002,1.40040355637338,0.6541329258749388
0.005724722333208607,0.0766510607954155,0.04529810811338363,4.3039031010609356e-05,1.4008705644015789,0.6546105978390693
0.006615760859226619,0.07636487955868049,0.04532742103106313,4.597923169847367e-05,1.4002761736447957,0.6539023191510631
0.04968050206697426,0.0692427937130122,0.04553588755026019,5.232662277231059e-06,1.4003910214815225,0.6538606218233102
0.0001875801546404696,0.0799351299383415,0.04413749806220596,0.0014014630097879907,1.400407727619382,0.654101186559081
7.14240131619532e-05,0.0802287705662824,0.04326695448594216,0.003688502545448066,1.400286577965405,0.6539955762987966
0.0013152967083341568,0.0787365382164948,0.04501887065094856,0.00021551286516132117,1.4002143043535569,0.6538491767532295
0.0026914708133188355,0.0779004770062909,0.04517779922672165,9.718256299701478e-05,1.4005733794880597,0.65445790588356
0.0018758464181588715,0.07835309329732956,0.04510829408653587,0.0001377934030051458,1.4005503119356386,0.6543782743645317
0.0007244751346045073,0.07921836728880742,0.04483165805407537,0.00035337525220952465,1.4008525836515473,0.6548209042522524
0.1727255248314265,0.06026888848529414,0.045575412650076204,5.2178595193393e-07,1.4012283202934817,0.6539470822245388
0.023935997936159643,0.07259249382333674,0.04544041321923039,8.49077093797362e-06,1.4023578382070427,0.6543831774416509
0.0012018963207236747,0.07880952761942896,0.04499813533169568,0.00021109081352244457,1.4006337558715578,0.6545340770265116
0.0012828591942817661,0.0787551461191206,0.04501459193420507,0.0002091043128215118,1.4003376447699585,0.6540648582103427
0.001076484994379743,0.07893687003367385,0.044983101914455745,0.00025765557664037816,1.4000171829685262,0.653670406671721
0.00021562414661880584,0.08055082478679146,0.04737114723992961,0.019681967085486203,1.3987415641313448,0.6074677438825168
0.002482320883005527,0.07801591810946482,0.04518049629586029,0.0001062831854361001,1.4002686826340556,0.6539772553091483
7.86179303349944e-05,0.08018235529524861,0.043432721123946916,0.0031254368325861507,1.4007068680790438,0.6549742849978278
0.0003810488655650592,0.0796419024161957,0.04451687239258147,0.0007747512420520754,1.4001328328421847,0.6537895192529117
0.007326895290006112,0.07614668336985676,0.045338254041660864,4.6182033918496964e-05,1.4002275736061012,0.6538203255196446
0.0006334004632824433,0.0793189896583577,0.04477914612614401,0.0004186636234873259,1.4004470961838082,0.6542077246369616
1.4426860124293483e-06,0.08060131321204356,0.036627117565212385,0.06206270066298622,1.4004145239983832,0.6545053725112504
1.9852774598784476e-05,0.08042842575905891,0.04168092544620293,0.010754710715911449,1.4004572108354805,0.6543873047483575
0.004405887091153371,0.07714742256492259,0.045280054012585315,6.475715423575148e-05,1.4002136213194587,0.6538518345056831
0.0035584146251699126,0.07749307805758701,0.045235190830557485,7.308046510808624e-05,1.4004786294181382,0.6542443544949939
3.223421333277641e-05,0.08039897613797689,0.04225229227795909,0.007808119782882355,1.4001975986113846,0.6538731821361506
0.0002570633529030541,0.07980411069828287,0.044344480809676824,0.001013008303096314,1.4005578444123183,0.6543325379155873
0.00032044750409789913,0.07969739615038052,0.04447288508243955,0.0007977668464718037,1.4008913714472802,0.6548837825506711
7.994638082052339e-05,0.08017167185144594,0.04344947514406284,0.0030668450132900395,1.4009801605031331,0.6553212612046746
0.0017474923917428175,0.07843651402541253,0.04509259342854727,0.00015341495847801066,1.400371166915515,0.654109375623922
0.0025581066103094207,0.07796951468731297,0.04516961247303256,0.00010232231511211715,1.4005527470526877,0.6543984773237642
0.1291224308603533,0.06266583737048154,0.04554324572442117,6.829694832874524e-08,1.4148960897065768,0.6541219858775339
0.0004042931981475204,0.0796716138285513,0.04447183362482642,0.0009215212182486168,1.3999023735014555,0.6535076992670777
0.00011968736005746618,0.08008139969131417,0.0437947179347193,0.0021623015036243962,1.4004465218857678,0.6541639359487894
0.0022421107780026934,0.07815772763367182,0.04515213575749812,0.0001358004796475089,1.4000878120338394,0.6537333021611449
0.19693945692445497,0.05907360091948481,0.045671665666053594,4.404106395731966e-06,1.3995258949861966,0.6536449653066503
0.0010119748995792166,0.07913201892417651,0.044933706464615315,0.0004809005922380325,1.3995291760907491,0.6530757148243838
0.028025960669823113,0.07196940464862814,0.04545961550845799,7.450155863658883e-06,1.400982881936635,0.6542051938570229
0.009767177226820831,0.07545947084212729,0.045382128328210224,2.8081413729703272e-05,1.400294176850473,0.6539667351505495
0.0007973942281546252,0.07915109221393332,0.044859451511828886,0.0003322348074608482,1.4006223429926499,0.6544292379392468
2.263602135934358e-07,0.08068149224602983,0.02219641648468149,0.5784711817280963,1.4003134853753054,0.6539052167617313
1.3900221320740576e-05,0.08048227224231315,0.04084220934397328,0.01615443931317285,1.4003363781344673,0.6541400940404911
0.0033826234287606368,0.07757609812511387,0.045234896937296036,8.005390711315534e-05,1.400291087548934,0.6539667112378885
0.0003457366992401711,0.07966499933912549,0.04451344271434885,0.0007467442203914411,1.400645784219056,0.6544345710810513
0.0024296792261696335,0.07804165201009008,0.04516965414629993,0.00010938472345323851,1.4003441034978807,0.6540653663025625
2.027056893729063e-05,0.08043632442988846,0.041592261147430275,0.01129792438929848,1.400360780186616,0.6540632261747199
1.0997558832666e-05,0.08049045625261038,0.040279311126135274,0.020354960215338874,1.4004425130528204,0.6548022480898819
0.021874411834680956,0.07296115445434144,0.045462905455723214,1.3657457478837022e-05,1.4002115056885411,0.6538841946339128
0.001467980140669549,0.0786217119492338,0.04505239141015337,0.0001793857515378641,1.4003577589156135,0.654138980960891
0.0009885165493838941,0.07898714237534857,0.04493916167103866,0.0002685821446576172,1.400362083629079,0.6540952132885295
